id,order_id,goods_id,qty,created_at,updated_at
501,1230,118,2,2024-11-01 12:00:00,2024-11-01 12:00:00
502,1230,38,2,2024-11-01 12:00:00,2024-11-01 12:00:00
503,1230,57,2,2024-11-01 12:00:00,2024-11-01 12:00:00
504,1230,175,2,2024-11-01 12:00:00,2024-11-01 12:00:00
505,1230,38,3,2024-11-01 12:00:00,2024-11-01 12:00:00
506,1231,38,3,2024-11-01 12:00:00,2024-11-01 12:00:00
507,1231,171,3,2024-11-01 12:00:00,2024-11-01 12:00:00
508,1231,9,3,2024-11-01 12:00:00,2024-11-01 12:00:00
509,1232,80,3,2024-11-01 12:00:00,2024-11-01 12:00:00
510,1232,177,1,2024-11-01 12:00:00,2024-11-01 12:00:00
511,1232,71,3,2024-11-01 12:00:00,2024-11-01 12:00:00
512,1233,123,3,2024-11-01 12:00:00,2024-11-01 12:00:00
513,1233,56,2,2024-11-01 12:00:00,2024-11-01 12:00:00
514,1233,75,3,2024-11-01 12:00:00,2024-11-01 12:00:00
515,1233,97,1,2024-11-01 12:00:00,2024-11-01 12:00:00
516,1233,86,1,2024-11-01 12:00:00,2024-11-01 12:00:00
517,1234,188,1,2024-11-01 12:00:00,2024-11-01 12:00:00
518,1234,180,3,2024-11-01 12:00:00,2024-11-01 12:00:00
519,1235,199,1,2024-11-01 12:00:00,2024-11-01 12:00:00
520,1236,187,2,2024-11-01 12:00:00,2024-11-01 12:00:00
521,1236,77,3,2024-11-01 12:00:00,2024-11-01 12:00:00
522,1236,41,1,2024-11-01 12:00:00,2024-11-01 12:00:00
523,1236,141,2,2024-11-01 12:00:00,2024-11-01 12:00:00
524,1237,109,3,2024-11-01 12:00:00,2024-11-01 12:00:00
525,1237,122,2,2024-11-01 12:00:00,2024-11-01 12:00:00
526,1237,194,2,2024-11-01 12:00:00,2024-11-01 12:00:00
527,1238,19,3,2024-11-01 12:00:00,2024-11-01 12:00:00
528,1238,187,2,2024-11-01 12:00:00,2024-11-01 12:00:00
529,1238,73,3,2024-11-01 12:00:00,2024-11-01 12:00:00
530,1238,50,3,2024-11-01 12:00:00,2024-11-01 12:00:00
531,1239,101,1,2024-11-01 12:00:00,2024-11-01 12:00:00
532,1239,34,2,2024-11-01 12:00:00,2024-11-01 12:00:00
533,1239,193,3,2024-11-01 12:00:00,2024-11-01 12:00:00
534,1239,14,3,2024-11-01 12:00:00,2024-11-01 12:00:00
535,1239,78,2,2024-11-01 12:00:00,2024-11-01 12:00:00
