id,order_id,goods_id,qty,created_at,updated_at
501,1200,129,3,2024-11-01 09:00:00,2024-11-01 09:00:00
502,1200,169,2,2024-11-01 09:00:00,2024-11-01 09:00:00
503,1200,151,2,2024-11-01 09:00:00,2024-11-01 09:00:00
504,1201,193,3,2024-11-01 09:00:00,2024-11-01 09:00:00
505,1201,23,1,2024-11-01 09:00:00,2024-11-01 09:00:00
506,1201,163,3,2024-11-01 09:00:00,2024-11-01 09:00:00
507,1201,199,2,2024-11-01 09:00:00,2024-11-01 09:00:00
508,1202,69,3,2024-11-01 09:00:00,2024-11-01 09:00:00
509,1202,54,3,2024-11-01 09:00:00,2024-11-01 09:00:00
510,1203,179,2,2024-11-01 09:00:00,2024-11-01 09:00:00
511,1203,2,1,2024-11-01 09:00:00,2024-11-01 09:00:00
512,1203,126,1,2024-11-01 09:00:00,2024-11-01 09:00:00
513,1203,25,1,2024-11-01 09:00:00,2024-11-01 09:00:00
514,1204,135,2,2024-11-01 09:00:00,2024-11-01 09:00:00
515,1204,168,2,2024-11-01 09:00:00,2024-11-01 09:00:00
516,1204,188,2,2024-11-01 09:00:00,2024-11-01 09:00:00
517,1204,44,1,2024-11-01 09:00:00,2024-11-01 09:00:00
518,1205,48,3,2024-11-01 09:00:00,2024-11-01 09:00:00
519,1205,35,1,2024-11-01 09:00:00,2024-11-01 09:00:00
520,1205,125,1,2024-11-01 09:00:00,2024-11-01 09:00:00
521,1206,29,2,2024-11-01 09:00:00,2024-11-01 09:00:00
522,1206,146,1,2024-11-01 09:00:00,2024-11-01 09:00:00
523,1206,48,1,2024-11-01 09:00:00,2024-11-01 09:00:00
524,1206,16,3,2024-11-01 09:00:00,2024-11-01 09:00:00
525,1206,47,1,2024-11-01 09:00:00,2024-11-01 09:00:00
526,1207,105,2,2024-11-01 09:00:00,2024-11-01 09:00:00
527,1207,161,3,2024-11-01 09:00:00,2024-11-01 09:00:00
528,1207,28,3,2024-11-01 09:00:00,2024-11-01 09:00:00
529,1208,21,2,2024-11-01 09:00:00,2024-11-01 09:00:00
530,1208,22,2,2024-11-01 09:00:00,2024-11-01 09:00:00
531,1209,71,1,2024-11-01 09:00:00,2024-11-01 09:00:00
