id,order_id,goods_id,qty,created_at,updated_at
501,1080,184,1,2024-10-31 21:00:00,2024-10-31 21:00:00
502,1080,60,2,2024-10-31 21:00:00,2024-10-31 21:00:00
503,1080,93,1,2024-10-31 21:00:00,2024-10-31 21:00:00
504,1081,127,3,2024-10-31 21:00:00,2024-10-31 21:00:00
505,1081,181,3,2024-10-31 21:00:00,2024-10-31 21:00:00
506,1081,54,1,2024-10-31 21:00:00,2024-10-31 21:00:00
507,1082,164,2,2024-10-31 21:00:00,2024-10-31 21:00:00
508,1082,29,2,2024-10-31 21:00:00,2024-10-31 21:00:00
509,1083,129,2,2024-10-31 21:00:00,2024-10-31 21:00:00
510,1083,44,3,2024-10-31 21:00:00,2024-10-31 21:00:00
511,1083,50,3,2024-10-31 21:00:00,2024-10-31 21:00:00
512,1083,190,3,2024-10-31 21:00:00,2024-10-31 21:00:00
513,1083,173,3,2024-10-31 21:00:00,2024-10-31 21:00:00
514,1084,145,1,2024-10-31 21:00:00,2024-10-31 21:00:00
515,1084,17,3,2024-10-31 21:00:00,2024-10-31 21:00:00
516,1084,33,3,2024-10-31 21:00:00,2024-10-31 21:00:00
517,1084,17,1,2024-10-31 21:00:00,2024-10-31 21:00:00
518,1084,67,3,2024-10-31 21:00:00,2024-10-31 21:00:00
519,1085,134,3,2024-10-31 21:00:00,2024-10-31 21:00:00
520,1085,71,1,2024-10-31 21:00:00,2024-10-31 21:00:00
521,1086,178,3,2024-10-31 21:00:00,2024-10-31 21:00:00
522,1087,158,2,2024-10-31 21:00:00,2024-10-31 21:00:00
523,1087,175,3,2024-10-31 21:00:00,2024-10-31 21:00:00
524,1087,117,1,2024-10-31 21:00:00,2024-10-31 21:00:00
525,1087,110,3,2024-10-31 21:00:00,2024-10-31 21:00:00
526,1087,173,3,2024-10-31 21:00:00,2024-10-31 21:00:00
527,1088,83,2,2024-10-31 21:00:00,2024-10-31 21:00:00
528,1089,71,1,2024-10-31 21:00:00,2024-10-31 21:00:00
529,1089,175,3,2024-10-31 21:00:00,2024-10-31 21:00:00
530,1089,120,2,2024-10-31 21:00:00,2024-10-31 21:00:00
531,1089,93,3,2024-10-31 21:00:00,2024-10-31 21:00:00
