id,order_id,goods_id,qty,created_at,updated_at
501,1150,188,2,2024-11-01 04:00:00,2024-11-01 04:00:00
502,1150,118,2,2024-11-01 04:00:00,2024-11-01 04:00:00
503,1150,169,1,2024-11-01 04:00:00,2024-11-01 04:00:00
504,1150,179,3,2024-11-01 04:00:00,2024-11-01 04:00:00
505,1150,25,2,2024-11-01 04:00:00,2024-11-01 04:00:00
506,1151,62,1,2024-11-01 04:00:00,2024-11-01 04:00:00
507,1152,161,3,2024-11-01 04:00:00,2024-11-01 04:00:00
508,1152,75,3,2024-11-01 04:00:00,2024-11-01 04:00:00
509,1152,18,3,2024-11-01 04:00:00,2024-11-01 04:00:00
510,1153,127,2,2024-11-01 04:00:00,2024-11-01 04:00:00
511,1153,196,3,2024-11-01 04:00:00,2024-11-01 04:00:00
512,1154,95,1,2024-11-01 04:00:00,2024-11-01 04:00:00
513,1155,130,2,2024-11-01 04:00:00,2024-11-01 04:00:00
514,1156,116,1,2024-11-01 04:00:00,2024-11-01 04:00:00
515,1156,65,1,2024-11-01 04:00:00,2024-11-01 04:00:00
516,1156,130,1,2024-11-01 04:00:00,2024-11-01 04:00:00
517,1156,119,1,2024-11-01 04:00:00,2024-11-01 04:00:00
518,1157,164,3,2024-11-01 04:00:00,2024-11-01 04:00:00
519,1158,98,2,2024-11-01 04:00:00,2024-11-01 04:00:00
520,1158,191,2,2024-11-01 04:00:00,2024-11-01 04:00:00
521,1158,50,2,2024-11-01 04:00:00,2024-11-01 04:00:00
522,1158,10,1,2024-11-01 04:00:00,2024-11-01 04:00:00
523,1159,30,3,2024-11-01 04:00:00,2024-11-01 04:00:00
524,1159,35,2,2024-11-01 04:00:00,2024-11-01 04:00:00
525,1159,172,3,2024-11-01 04:00:00,2024-11-01 04:00:00
