id,order_id,goods_id,qty,created_at,updated_at
501,1240,15,1,2024-11-01 13:00:00,2024-11-01 13:00:00
502,1240,92,2,2024-11-01 13:00:00,2024-11-01 13:00:00
503,1241,14,1,2024-11-01 13:00:00,2024-11-01 13:00:00
504,1241,132,3,2024-11-01 13:00:00,2024-11-01 13:00:00
505,1242,152,2,2024-11-01 13:00:00,2024-11-01 13:00:00
506,1242,39,3,2024-11-01 13:00:00,2024-11-01 13:00:00
507,1242,185,2,2024-11-01 13:00:00,2024-11-01 13:00:00
508,1243,9,1,2024-11-01 13:00:00,2024-11-01 13:00:00
509,1243,62,2,2024-11-01 13:00:00,2024-11-01 13:00:00
510,1244,78,3,2024-11-01 13:00:00,2024-11-01 13:00:00
511,1244,153,1,2024-11-01 13:00:00,2024-11-01 13:00:00
512,1244,168,3,2024-11-01 13:00:00,2024-11-01 13:00:00
513,1244,97,3,2024-11-01 13:00:00,2024-11-01 13:00:00
514,1245,200,2,2024-11-01 13:00:00,2024-11-01 13:00:00
515,1246,71,3,2024-11-01 13:00:00,2024-11-01 13:00:00
516,1246,168,2,2024-11-01 13:00:00,2024-11-01 13:00:00
517,1246,95,1,2024-11-01 13:00:00,2024-11-01 13:00:00
518,1246,31,1,2024-11-01 13:00:00,2024-11-01 13:00:00
519,1247,32,2,2024-11-01 13:00:00,2024-11-01 13:00:00
520,1248,58,1,2024-11-01 13:00:00,2024-11-01 13:00:00
521,1248,151,3,2024-11-01 13:00:00,2024-11-01 13:00:00
522,1248,147,2,2024-11-01 13:00:00,2024-11-01 13:00:00
523,1248,71,3,2024-11-01 13:00:00,2024-11-01 13:00:00
524,1248,191,1,2024-11-01 13:00:00,2024-11-01 13:00:00
525,1249,47,2,2024-11-01 13:00:00,2024-11-01 13:00:00
526,1249,124,3,2024-11-01 13:00:00,2024-11-01 13:00:00
527,1249,180,2,2024-11-01 13:00:00,2024-11-01 13:00:00
528,1249,77,3,2024-11-01 13:00:00,2024-11-01 13:00:00
529,1249,33,1,2024-11-01 13:00:00,2024-11-01 13:00:00
