id,order_id,goods_id,qty,created_at,updated_at
501,1210,194,2,2024-11-01 10:00:00,2024-11-01 10:00:00
502,1210,155,2,2024-11-01 10:00:00,2024-11-01 10:00:00
503,1210,87,2,2024-11-01 10:00:00,2024-11-01 10:00:00
504,1210,175,2,2024-11-01 10:00:00,2024-11-01 10:00:00
505,1211,62,2,2024-11-01 10:00:00,2024-11-01 10:00:00
506,1211,171,2,2024-11-01 10:00:00,2024-11-01 10:00:00
507,1211,97,3,2024-11-01 10:00:00,2024-11-01 10:00:00
508,1212,92,2,2024-11-01 10:00:00,2024-11-01 10:00:00
509,1213,1,2,2024-11-01 10:00:00,2024-11-01 10:00:00
510,1214,186,1,2024-11-01 10:00:00,2024-11-01 10:00:00
511,1214,7,3,2024-11-01 10:00:00,2024-11-01 10:00:00
512,1214,32,3,2024-11-01 10:00:00,2024-11-01 10:00:00
513,1214,72,3,2024-11-01 10:00:00,2024-11-01 10:00:00
514,1215,95,2,2024-11-01 10:00:00,2024-11-01 10:00:00
515,1215,159,3,2024-11-01 10:00:00,2024-11-01 10:00:00
516,1216,132,2,2024-11-01 10:00:00,2024-11-01 10:00:00
517,1216,170,1,2024-11-01 10:00:00,2024-11-01 10:00:00
518,1216,1,3,2024-11-01 10:00:00,2024-11-01 10:00:00
519,1216,83,1,2024-11-01 10:00:00,2024-11-01 10:00:00
520,1217,12,3,2024-11-01 10:00:00,2024-11-01 10:00:00
521,1217,84,3,2024-11-01 10:00:00,2024-11-01 10:00:00
522,1217,114,1,2024-11-01 10:00:00,2024-11-01 10:00:00
523,1218,125,2,2024-11-01 10:00:00,2024-11-01 10:00:00
524,1218,190,3,2024-11-01 10:00:00,2024-11-01 10:00:00
525,1218,21,2,2024-11-01 10:00:00,2024-11-01 10:00:00
526,1218,110,2,2024-11-01 10:00:00,2024-11-01 10:00:00
527,1218,169,3,2024-11-01 10:00:00,2024-11-01 10:00:00
528,1219,188,2,2024-11-01 10:00:00,2024-11-01 10:00:00
