id,order_id,goods_id,qty,created_at,updated_at
501,1160,190,2,2024-11-01 05:00:00,2024-11-01 05:00:00
502,1160,44,1,2024-11-01 05:00:00,2024-11-01 05:00:00
503,1160,172,1,2024-11-01 05:00:00,2024-11-01 05:00:00
504,1160,174,2,2024-11-01 05:00:00,2024-11-01 05:00:00
505,1160,40,2,2024-11-01 05:00:00,2024-11-01 05:00:00
506,1161,46,1,2024-11-01 05:00:00,2024-11-01 05:00:00
507,1161,183,1,2024-11-01 05:00:00,2024-11-01 05:00:00
508,1161,173,3,2024-11-01 05:00:00,2024-11-01 05:00:00
509,1162,114,3,2024-11-01 05:00:00,2024-11-01 05:00:00
510,1162,13,3,2024-11-01 05:00:00,2024-11-01 05:00:00
511,1163,165,3,2024-11-01 05:00:00,2024-11-01 05:00:00
512,1163,184,3,2024-11-01 05:00:00,2024-11-01 05:00:00
513,1163,27,2,2024-11-01 05:00:00,2024-11-01 05:00:00
514,1163,177,2,2024-11-01 05:00:00,2024-11-01 05:00:00
515,1163,114,1,2024-11-01 05:00:00,2024-11-01 05:00:00
516,1164,2,1,2024-11-01 05:00:00,2024-11-01 05:00:00
517,1164,198,2,2024-11-01 05:00:00,2024-11-01 05:00:00
518,1164,197,1,2024-11-01 05:00:00,2024-11-01 05:00:00
519,1164,64,2,2024-11-01 05:00:00,2024-11-01 05:00:00
520,1164,62,1,2024-11-01 05:00:00,2024-11-01 05:00:00
521,1165,5,2,2024-11-01 05:00:00,2024-11-01 05:00:00
522,1166,4,2,2024-11-01 05:00:00,2024-11-01 05:00:00
523,1167,175,3,2024-11-01 05:00:00,2024-11-01 05:00:00
524,1167,17,1,2024-11-01 05:00:00,2024-11-01 05:00:00
525,1168,171,1,2024-11-01 05:00:00,2024-11-01 05:00:00
526,1169,12,2,2024-11-01 05:00:00,2024-11-01 05:00:00
527,1169,132,1,2024-11-01 05:00:00,2024-11-01 05:00:00
