id,user_id,is_refund,created_at,updated_at
565,58,True,2024-10-31 13:00:00,2024-11-01 05:00:00
388,13,True,2024-10-31 13:00:00,2024-11-01 05:00:00
76,96,True,2024-10-31 13:00:00,2024-11-01 05:00:00
428,35,True,2024-10-31 13:00:00,2024-11-01 05:00:00
966,42,True,2024-10-31 13:00:00,2024-11-01 05:00:00
96,69,True,2024-10-31 13:00:00,2024-11-01 05:00:00
869,66,True,2024-10-31 13:00:00,2024-11-01 05:00:00
533,4,True,2024-10-31 13:00:00,2024-11-01 05:00:00
594,64,True,2024-10-31 13:00:00,2024-11-01 05:00:00
380,82,True,2024-10-31 13:00:00,2024-11-01 05:00:00
574,89,True,2024-10-31 13:00:00,2024-11-01 05:00:00
1,50,True,2024-10-31 13:00:00,2024-11-01 05:00:00
901,93,True,2024-10-31 13:00:00,2024-11-01 05:00:00
113,96,True,2024-10-31 13:00:00,2024-11-01 05:00:00
266,90,True,2024-10-31 13:00:00,2024-11-01 05:00:00
831,36,True,2024-10-31 13:00:00,2024-11-01 05:00:00
307,58,True,2024-10-31 13:00:00,2024-11-01 05:00:00
683,33,True,2024-10-31 13:00:00,2024-11-01 05:00:00
65,4,True,2024-10-31 13:00:00,2024-11-01 05:00:00
349,94,True,2024-10-31 13:00:00,2024-11-01 05:00:00
834,94,True,2024-10-31 13:00:00,2024-11-01 05:00:00
904,60,True,2024-10-31 13:00:00,2024-11-01 05:00:00
106,61,True,2024-10-31 13:00:00,2024-11-01 05:00:00
426,40,True,2024-10-31 13:00:00,2024-11-01 05:00:00
378,19,True,2024-10-31 13:00:00,2024-11-01 05:00:00
214,68,True,2024-10-31 13:00:00,2024-11-01 05:00:00
202,19,True,2024-10-31 13:00:00,2024-11-01 05:00:00
602,49,True,2024-10-31 13:00:00,2024-11-01 05:00:00
439,30,True,2024-10-31 13:00:00,2024-11-01 05:00:00
117,20,True,2024-10-31 13:00:00,2024-11-01 05:00:00
316,74,True,2024-10-31 13:00:00,2024-11-01 05:00:00
687,26,True,2024-10-31 13:00:00,2024-11-01 05:00:00
404,3,True,2024-10-31 13:00:00,2024-11-01 05:00:00
476,77,True,2024-10-31 13:00:00,2024-11-01 05:00:00
145,43,True,2024-10-31 13:00:00,2024-11-01 05:00:00
912,77,True,2024-10-31 13:00:00,2024-11-01 05:00:00
580,34,True,2024-10-31 13:00:00,2024-11-01 05:00:00
209,78,True,2024-10-31 13:00:00,2024-11-01 05:00:00
761,38,True,2024-10-31 13:00:00,2024-11-01 05:00:00
351,9,True,2024-10-31 13:00:00,2024-11-01 05:00:00
859,91,True,2024-10-31 13:00:00,2024-11-01 05:00:00
923,17,True,2024-10-31 13:00:00,2024-11-01 05:00:00
853,38,True,2024-10-31 13:00:00,2024-11-01 05:00:00
764,25,True,2024-10-31 13:00:00,2024-11-01 05:00:00
811,55,True,2024-10-31 13:00:00,2024-11-01 05:00:00
421,43,True,2024-10-31 13:00:00,2024-11-01 05:00:00
632,12,True,2024-10-31 13:00:00,2024-11-01 05:00:00
579,21,True,2024-10-31 13:00:00,2024-11-01 05:00:00
1160,63,False,2024-11-01 05:00:00,2024-11-01 05:00:00
1161,9,False,2024-11-01 05:00:00,2024-11-01 05:00:00
1162,71,True,2024-11-01 05:00:00,2024-11-01 05:00:00
1163,92,True,2024-11-01 05:00:00,2024-11-01 05:00:00
1164,18,False,2024-11-01 05:00:00,2024-11-01 05:00:00
1165,36,False,2024-11-01 05:00:00,2024-11-01 05:00:00
1166,22,True,2024-11-01 05:00:00,2024-11-01 05:00:00
1167,78,True,2024-11-01 05:00:00,2024-11-01 05:00:00
1168,23,True,2024-11-01 05:00:00,2024-11-01 05:00:00
1169,16,False,2024-11-01 05:00:00,2024-11-01 05:00:00
