id,order_id,goods_id,qty,created_at,updated_at
501,1090,51,1,2024-10-31 22:00:00,2024-10-31 22:00:00
502,1090,85,2,2024-10-31 22:00:00,2024-10-31 22:00:00
503,1091,161,3,2024-10-31 22:00:00,2024-10-31 22:00:00
504,1092,8,2,2024-10-31 22:00:00,2024-10-31 22:00:00
505,1093,7,3,2024-10-31 22:00:00,2024-10-31 22:00:00
506,1093,161,2,2024-10-31 22:00:00,2024-10-31 22:00:00
507,1093,65,1,2024-10-31 22:00:00,2024-10-31 22:00:00
508,1093,28,2,2024-10-31 22:00:00,2024-10-31 22:00:00
509,1094,88,1,2024-10-31 22:00:00,2024-10-31 22:00:00
510,1094,86,3,2024-10-31 22:00:00,2024-10-31 22:00:00
511,1095,19,3,2024-10-31 22:00:00,2024-10-31 22:00:00
512,1095,159,2,2024-10-31 22:00:00,2024-10-31 22:00:00
513,1096,161,2,2024-10-31 22:00:00,2024-10-31 22:00:00
514,1097,32,1,2024-10-31 22:00:00,2024-10-31 22:00:00
515,1097,16,1,2024-10-31 22:00:00,2024-10-31 22:00:00
516,1097,97,2,2024-10-31 22:00:00,2024-10-31 22:00:00
517,1097,178,1,2024-10-31 22:00:00,2024-10-31 22:00:00
518,1097,33,1,2024-10-31 22:00:00,2024-10-31 22:00:00
519,1098,15,2,2024-10-31 22:00:00,2024-10-31 22:00:00
520,1098,157,3,2024-10-31 22:00:00,2024-10-31 22:00:00
521,1098,111,1,2024-10-31 22:00:00,2024-10-31 22:00:00
522,1098,27,3,2024-10-31 22:00:00,2024-10-31 22:00:00
523,1099,144,1,2024-10-31 22:00:00,2024-10-31 22:00:00
