id,order_id,goods_id,qty,created_at,updated_at
501,1010,52,2,2024-10-31 14:00:00,2024-10-31 14:00:00
502,1010,146,2,2024-10-31 14:00:00,2024-10-31 14:00:00
503,1011,86,1,2024-10-31 14:00:00,2024-10-31 14:00:00
504,1012,162,3,2024-10-31 14:00:00,2024-10-31 14:00:00
505,1013,107,2,2024-10-31 14:00:00,2024-10-31 14:00:00
506,1013,189,3,2024-10-31 14:00:00,2024-10-31 14:00:00
507,1013,153,3,2024-10-31 14:00:00,2024-10-31 14:00:00
508,1013,142,2,2024-10-31 14:00:00,2024-10-31 14:00:00
509,1014,125,2,2024-10-31 14:00:00,2024-10-31 14:00:00
510,1015,132,3,2024-10-31 14:00:00,2024-10-31 14:00:00
511,1015,186,3,2024-10-31 14:00:00,2024-10-31 14:00:00
512,1015,174,2,2024-10-31 14:00:00,2024-10-31 14:00:00
513,1015,60,3,2024-10-31 14:00:00,2024-10-31 14:00:00
514,1016,136,1,2024-10-31 14:00:00,2024-10-31 14:00:00
515,1017,148,2,2024-10-31 14:00:00,2024-10-31 14:00:00
516,1017,142,1,2024-10-31 14:00:00,2024-10-31 14:00:00
517,1017,69,3,2024-10-31 14:00:00,2024-10-31 14:00:00
518,1017,107,2,2024-10-31 14:00:00,2024-10-31 14:00:00
519,1018,127,3,2024-10-31 14:00:00,2024-10-31 14:00:00
520,1019,115,3,2024-10-31 14:00:00,2024-10-31 14:00:00
521,1019,112,1,2024-10-31 14:00:00,2024-10-31 14:00:00
522,1019,42,2,2024-10-31 14:00:00,2024-10-31 14:00:00
