id,user_id,is_refund,created_at,updated_at
248,99,True,2024-10-31 13:00:00,2024-11-01 06:00:00
586,71,True,2024-10-31 13:00:00,2024-11-01 06:00:00
971,41,True,2024-10-31 13:00:00,2024-11-01 06:00:00
915,13,True,2024-10-31 13:00:00,2024-11-01 06:00:00
977,16,True,2024-10-31 13:00:00,2024-11-01 06:00:00
148,40,True,2024-10-31 13:00:00,2024-11-01 06:00:00
310,45,True,2024-10-31 13:00:00,2024-11-01 06:00:00
580,34,True,2024-10-31 13:00:00,2024-11-01 06:00:00
639,82,True,2024-10-31 13:00:00,2024-11-01 06:00:00
917,85,True,2024-10-31 13:00:00,2024-11-01 06:00:00
744,40,True,2024-10-31 13:00:00,2024-11-01 06:00:00
781,74,True,2024-10-31 13:00:00,2024-11-01 06:00:00
773,61,True,2024-10-31 13:00:00,2024-11-01 06:00:00
362,20,True,2024-10-31 13:00:00,2024-11-01 06:00:00
966,42,True,2024-10-31 13:00:00,2024-11-01 06:00:00
939,33,True,2024-10-31 13:00:00,2024-11-01 06:00:00
361,36,True,2024-10-31 13:00:00,2024-11-01 06:00:00
578,13,True,2024-10-31 13:00:00,2024-11-01 06:00:00
574,89,True,2024-10-31 13:00:00,2024-11-01 06:00:00
112,12,True,2024-10-31 13:00:00,2024-11-01 06:00:00
809,61,True,2024-10-31 13:00:00,2024-11-01 06:00:00
242,74,True,2024-10-31 13:00:00,2024-11-01 06:00:00
152,24,True,2024-10-31 13:00:00,2024-11-01 06:00:00
606,61,True,2024-10-31 13:00:00,2024-11-01 06:00:00
752,52,True,2024-10-31 13:00:00,2024-11-01 06:00:00
896,39,True,2024-10-31 13:00:00,2024-11-01 06:00:00
419,94,True,2024-10-31 13:00:00,2024-11-01 06:00:00
569,62,True,2024-10-31 13:00:00,2024-11-01 06:00:00
789,88,True,2024-10-31 13:00:00,2024-11-01 06:00:00
824,10,True,2024-10-31 13:00:00,2024-11-01 06:00:00
943,74,True,2024-10-31 13:00:00,2024-11-01 06:00:00
264,62,True,2024-10-31 13:00:00,2024-11-01 06:00:00
262,69,True,2024-10-31 13:00:00,2024-11-01 06:00:00
263,10,True,2024-10-31 13:00:00,2024-11-01 06:00:00
538,96,True,2024-10-31 13:00:00,2024-11-01 06:00:00
534,74,True,2024-10-31 13:00:00,2024-11-01 06:00:00
846,83,True,2024-10-31 13:00:00,2024-11-01 06:00:00
910,51,True,2024-10-31 13:00:00,2024-11-01 06:00:00
739,43,True,2024-10-31 13:00:00,2024-11-01 06:00:00
933,45,True,2024-10-31 13:00:00,2024-11-01 06:00:00
595,30,True,2024-10-31 13:00:00,2024-11-01 06:00:00
88,75,True,2024-10-31 13:00:00,2024-11-01 06:00:00
596,16,True,2024-10-31 13:00:00,2024-11-01 06:00:00
807,52,True,2024-10-31 13:00:00,2024-11-01 06:00:00
691,54,True,2024-10-31 13:00:00,2024-11-01 06:00:00
544,25,True,2024-10-31 13:00:00,2024-11-01 06:00:00
510,14,True,2024-10-31 13:00:00,2024-11-01 06:00:00
473,52,True,2024-10-31 13:00:00,2024-11-01 06:00:00
1170,42,False,2024-11-01 06:00:00,2024-11-01 06:00:00
1171,80,True,2024-11-01 06:00:00,2024-11-01 06:00:00
1172,70,True,2024-11-01 06:00:00,2024-11-01 06:00:00
1173,55,False,2024-11-01 06:00:00,2024-11-01 06:00:00
1174,30,True,2024-11-01 06:00:00,2024-11-01 06:00:00
1175,14,True,2024-11-01 06:00:00,2024-11-01 06:00:00
1176,42,False,2024-11-01 06:00:00,2024-11-01 06:00:00
1177,2,True,2024-11-01 06:00:00,2024-11-01 06:00:00
1178,84,False,2024-11-01 06:00:00,2024-11-01 06:00:00
1179,2,False,2024-11-01 06:00:00,2024-11-01 06:00:00
