id,order_id,goods_id,qty,created_at,updated_at
501,1170,55,2,2024-11-01 06:00:00,2024-11-01 06:00:00
502,1170,57,1,2024-11-01 06:00:00,2024-11-01 06:00:00
503,1170,169,2,2024-11-01 06:00:00,2024-11-01 06:00:00
504,1170,167,3,2024-11-01 06:00:00,2024-11-01 06:00:00
505,1171,12,1,2024-11-01 06:00:00,2024-11-01 06:00:00
506,1171,56,2,2024-11-01 06:00:00,2024-11-01 06:00:00
507,1171,78,3,2024-11-01 06:00:00,2024-11-01 06:00:00
508,1172,27,3,2024-11-01 06:00:00,2024-11-01 06:00:00
509,1172,138,3,2024-11-01 06:00:00,2024-11-01 06:00:00
510,1172,44,2,2024-11-01 06:00:00,2024-11-01 06:00:00
511,1172,25,3,2024-11-01 06:00:00,2024-11-01 06:00:00
512,1173,162,3,2024-11-01 06:00:00,2024-11-01 06:00:00
513,1173,100,3,2024-11-01 06:00:00,2024-11-01 06:00:00
514,1173,198,3,2024-11-01 06:00:00,2024-11-01 06:00:00
515,1174,86,1,2024-11-01 06:00:00,2024-11-01 06:00:00
516,1174,163,3,2024-11-01 06:00:00,2024-11-01 06:00:00
517,1175,171,2,2024-11-01 06:00:00,2024-11-01 06:00:00
518,1175,18,2,2024-11-01 06:00:00,2024-11-01 06:00:00
519,1175,5,3,2024-11-01 06:00:00,2024-11-01 06:00:00
520,1176,115,2,2024-11-01 06:00:00,2024-11-01 06:00:00
521,1176,131,3,2024-11-01 06:00:00,2024-11-01 06:00:00
522,1176,190,1,2024-11-01 06:00:00,2024-11-01 06:00:00
523,1176,129,3,2024-11-01 06:00:00,2024-11-01 06:00:00
524,1176,181,1,2024-11-01 06:00:00,2024-11-01 06:00:00
525,1177,6,3,2024-11-01 06:00:00,2024-11-01 06:00:00
526,1177,195,1,2024-11-01 06:00:00,2024-11-01 06:00:00
527,1178,61,3,2024-11-01 06:00:00,2024-11-01 06:00:00
528,1178,110,1,2024-11-01 06:00:00,2024-11-01 06:00:00
529,1178,159,1,2024-11-01 06:00:00,2024-11-01 06:00:00
530,1179,36,2,2024-11-01 06:00:00,2024-11-01 06:00:00
