id,order_id,goods_id,qty,created_at,updated_at
501,1110,189,2,2024-11-01,2024-11-01
502,1110,190,2,2024-11-01,2024-11-01
503,1110,53,2,2024-11-01,2024-11-01
504,1110,48,1,2024-11-01,2024-11-01
505,1111,3,1,2024-11-01,2024-11-01
506,1111,92,1,2024-11-01,2024-11-01
507,1111,143,1,2024-11-01,2024-11-01
508,1112,75,2,2024-11-01,2024-11-01
509,1112,50,3,2024-11-01,2024-11-01
510,1113,196,2,2024-11-01,2024-11-01
511,1113,12,1,2024-11-01,2024-11-01
512,1113,51,1,2024-11-01,2024-11-01
513,1113,73,1,2024-11-01,2024-11-01
514,1113,57,2,2024-11-01,2024-11-01
515,1114,87,3,2024-11-01,2024-11-01
516,1114,63,1,2024-11-01,2024-11-01
517,1115,6,1,2024-11-01,2024-11-01
518,1115,68,1,2024-11-01,2024-11-01
519,1116,174,1,2024-11-01,2024-11-01
520,1117,168,1,2024-11-01,2024-11-01
521,1117,87,1,2024-11-01,2024-11-01
522,1117,79,2,2024-11-01,2024-11-01
523,1117,62,2,2024-11-01,2024-11-01
524,1118,170,1,2024-11-01,2024-11-01
525,1118,135,3,2024-11-01,2024-11-01
526,1118,112,3,2024-11-01,2024-11-01
527,1119,31,1,2024-11-01,2024-11-01
