id,order_id,goods_id,qty,created_at,updated_at
501,1070,150,3,2024-10-31 20:00:00,2024-10-31 20:00:00
502,1070,73,1,2024-10-31 20:00:00,2024-10-31 20:00:00
503,1071,190,3,2024-10-31 20:00:00,2024-10-31 20:00:00
504,1071,145,1,2024-10-31 20:00:00,2024-10-31 20:00:00
505,1072,23,2,2024-10-31 20:00:00,2024-10-31 20:00:00
506,1072,179,1,2024-10-31 20:00:00,2024-10-31 20:00:00
507,1072,36,3,2024-10-31 20:00:00,2024-10-31 20:00:00
508,1073,72,2,2024-10-31 20:00:00,2024-10-31 20:00:00
509,1073,54,3,2024-10-31 20:00:00,2024-10-31 20:00:00
510,1073,130,2,2024-10-31 20:00:00,2024-10-31 20:00:00
511,1073,175,2,2024-10-31 20:00:00,2024-10-31 20:00:00
512,1073,163,2,2024-10-31 20:00:00,2024-10-31 20:00:00
513,1074,70,1,2024-10-31 20:00:00,2024-10-31 20:00:00
514,1074,170,2,2024-10-31 20:00:00,2024-10-31 20:00:00
515,1074,88,1,2024-10-31 20:00:00,2024-10-31 20:00:00
516,1074,118,3,2024-10-31 20:00:00,2024-10-31 20:00:00
517,1075,5,3,2024-10-31 20:00:00,2024-10-31 20:00:00
518,1075,35,3,2024-10-31 20:00:00,2024-10-31 20:00:00
519,1075,1,3,2024-10-31 20:00:00,2024-10-31 20:00:00
520,1076,2,1,2024-10-31 20:00:00,2024-10-31 20:00:00
521,1076,173,1,2024-10-31 20:00:00,2024-10-31 20:00:00
522,1076,106,3,2024-10-31 20:00:00,2024-10-31 20:00:00
523,1076,179,3,2024-10-31 20:00:00,2024-10-31 20:00:00
524,1077,196,2,2024-10-31 20:00:00,2024-10-31 20:00:00
525,1077,138,1,2024-10-31 20:00:00,2024-10-31 20:00:00
526,1077,167,3,2024-10-31 20:00:00,2024-10-31 20:00:00
527,1077,20,3,2024-10-31 20:00:00,2024-10-31 20:00:00
528,1078,172,2,2024-10-31 20:00:00,2024-10-31 20:00:00
529,1079,91,2,2024-10-31 20:00:00,2024-10-31 20:00:00
