id,order_id,goods_id,qty,created_at,updated_at
501,1130,26,1,2024-11-01 02:00:00,2024-11-01 02:00:00
502,1130,19,2,2024-11-01 02:00:00,2024-11-01 02:00:00
503,1131,140,1,2024-11-01 02:00:00,2024-11-01 02:00:00
504,1132,51,3,2024-11-01 02:00:00,2024-11-01 02:00:00
505,1132,85,2,2024-11-01 02:00:00,2024-11-01 02:00:00
506,1132,78,3,2024-11-01 02:00:00,2024-11-01 02:00:00
507,1133,49,3,2024-11-01 02:00:00,2024-11-01 02:00:00
508,1133,155,1,2024-11-01 02:00:00,2024-11-01 02:00:00
509,1133,193,3,2024-11-01 02:00:00,2024-11-01 02:00:00
510,1134,67,1,2024-11-01 02:00:00,2024-11-01 02:00:00
511,1134,198,2,2024-11-01 02:00:00,2024-11-01 02:00:00
512,1134,73,2,2024-11-01 02:00:00,2024-11-01 02:00:00
513,1134,104,2,2024-11-01 02:00:00,2024-11-01 02:00:00
514,1134,149,3,2024-11-01 02:00:00,2024-11-01 02:00:00
515,1135,121,3,2024-11-01 02:00:00,2024-11-01 02:00:00
516,1136,195,1,2024-11-01 02:00:00,2024-11-01 02:00:00
517,1136,102,1,2024-11-01 02:00:00,2024-11-01 02:00:00
518,1136,59,3,2024-11-01 02:00:00,2024-11-01 02:00:00
519,1136,192,1,2024-11-01 02:00:00,2024-11-01 02:00:00
520,1136,122,1,2024-11-01 02:00:00,2024-11-01 02:00:00
521,1137,151,3,2024-11-01 02:00:00,2024-11-01 02:00:00
522,1137,194,2,2024-11-01 02:00:00,2024-11-01 02:00:00
523,1137,185,2,2024-11-01 02:00:00,2024-11-01 02:00:00
524,1137,88,1,2024-11-01 02:00:00,2024-11-01 02:00:00
525,1137,81,1,2024-11-01 02:00:00,2024-11-01 02:00:00
526,1138,198,3,2024-11-01 02:00:00,2024-11-01 02:00:00
527,1138,107,1,2024-11-01 02:00:00,2024-11-01 02:00:00
528,1138,113,2,2024-11-01 02:00:00,2024-11-01 02:00:00
529,1138,143,1,2024-11-01 02:00:00,2024-11-01 02:00:00
530,1139,36,3,2024-11-01 02:00:00,2024-11-01 02:00:00
531,1139,33,2,2024-11-01 02:00:00,2024-11-01 02:00:00
532,1139,189,1,2024-11-01 02:00:00,2024-11-01 02:00:00
