id,user_id,is_refund,created_at,updated_at
1,50,True,2024-10-31 13:00:00,2024-10-31 13:00:00
2,47,True,2024-10-31 13:00:00,2024-10-31 13:00:00
3,65,False,2024-10-31 13:00:00,2024-10-31 13:00:00
4,25,True,2024-10-31 13:00:00,2024-10-31 13:00:00
5,71,False,2024-10-31 13:00:00,2024-10-31 13:00:00
6,56,True,2024-10-31 13:00:00,2024-10-31 13:00:00
7,85,True,2024-10-31 13:00:00,2024-10-31 13:00:00
8,12,False,2024-10-31 13:00:00,2024-10-31 13:00:00
9,4,True,2024-10-31 13:00:00,2024-10-31 13:00:00
10,59,True,2024-10-31 13:00:00,2024-10-31 13:00:00
11,19,True,2024-10-31 13:00:00,2024-10-31 13:00:00
12,29,False,2024-10-31 13:00:00,2024-10-31 13:00:00
13,16,True,2024-10-31 13:00:00,2024-10-31 13:00:00
14,71,False,2024-10-31 13:00:00,2024-10-31 13:00:00
15,81,False,2024-10-31 13:00:00,2024-10-31 13:00:00
16,31,False,2024-10-31 13:00:00,2024-10-31 13:00:00
17,50,True,2024-10-31 13:00:00,2024-10-31 13:00:00
18,43,False,2024-10-31 13:00:00,2024-10-31 13:00:00
19,62,False,2024-10-31 13:00:00,2024-10-31 13:00:00
20,54,False,2024-10-31 13:00:00,2024-10-31 13:00:00
21,50,True,2024-10-31 13:00:00,2024-10-31 13:00:00
22,80,True,2024-10-31 13:00:00,2024-10-31 13:00:00
23,24,False,2024-10-31 13:00:00,2024-10-31 13:00:00
24,28,False,2024-10-31 13:00:00,2024-10-31 13:00:00
25,3,False,2024-10-31 13:00:00,2024-10-31 13:00:00
26,80,True,2024-10-31 13:00:00,2024-10-31 13:00:00
27,73,True,2024-10-31 13:00:00,2024-10-31 13:00:00
28,78,True,2024-10-31 13:00:00,2024-10-31 13:00:00
29,51,False,2024-10-31 13:00:00,2024-10-31 13:00:00
30,14,True,2024-10-31 13:00:00,2024-10-31 13:00:00
31,85,False,2024-10-31 13:00:00,2024-10-31 13:00:00
32,14,False,2024-10-31 13:00:00,2024-10-31 13:00:00
33,79,False,2024-10-31 13:00:00,2024-10-31 13:00:00
34,58,False,2024-10-31 13:00:00,2024-10-31 13:00:00
35,44,False,2024-10-31 13:00:00,2024-10-31 13:00:00
36,63,True,2024-10-31 13:00:00,2024-10-31 13:00:00
37,72,False,2024-10-31 13:00:00,2024-10-31 13:00:00
38,31,True,2024-10-31 13:00:00,2024-10-31 13:00:00
39,58,False,2024-10-31 13:00:00,2024-10-31 13:00:00
40,52,True,2024-10-31 13:00:00,2024-10-31 13:00:00
41,71,False,2024-10-31 13:00:00,2024-10-31 13:00:00
42,30,False,2024-10-31 13:00:00,2024-10-31 13:00:00
43,16,False,2024-10-31 13:00:00,2024-10-31 13:00:00
44,13,False,2024-10-31 13:00:00,2024-10-31 13:00:00
45,2,False,2024-10-31 13:00:00,2024-10-31 13:00:00
46,2,True,2024-10-31 13:00:00,2024-10-31 13:00:00
47,52,True,2024-10-31 13:00:00,2024-10-31 13:00:00
48,11,False,2024-10-31 13:00:00,2024-10-31 13:00:00
49,100,True,2024-10-31 13:00:00,2024-10-31 13:00:00
50,98,True,2024-10-31 13:00:00,2024-10-31 13:00:00
51,21,True,2024-10-31 13:00:00,2024-10-31 13:00:00
52,53,True,2024-10-31 13:00:00,2024-10-31 13:00:00
53,90,False,2024-10-31 13:00:00,2024-10-31 13:00:00
54,15,False,2024-10-31 13:00:00,2024-10-31 13:00:00
55,57,False,2024-10-31 13:00:00,2024-10-31 13:00:00
56,90,False,2024-10-31 13:00:00,2024-10-31 13:00:00
57,95,False,2024-10-31 13:00:00,2024-10-31 13:00:00
58,98,True,2024-10-31 13:00:00,2024-10-31 13:00:00
59,36,False,2024-10-31 13:00:00,2024-10-31 13:00:00
60,61,True,2024-10-31 13:00:00,2024-10-31 13:00:00
61,53,False,2024-10-31 13:00:00,2024-10-31 13:00:00
62,42,False,2024-10-31 13:00:00,2024-10-31 13:00:00
63,85,True,2024-10-31 13:00:00,2024-10-31 13:00:00
64,27,True,2024-10-31 13:00:00,2024-10-31 13:00:00
65,4,True,2024-10-31 13:00:00,2024-10-31 13:00:00
66,60,True,2024-10-31 13:00:00,2024-10-31 13:00:00
67,92,False,2024-10-31 13:00:00,2024-10-31 13:00:00
68,59,True,2024-10-31 13:00:00,2024-10-31 13:00:00
69,65,False,2024-10-31 13:00:00,2024-10-31 13:00:00
70,20,False,2024-10-31 13:00:00,2024-10-31 13:00:00
71,25,False,2024-10-31 13:00:00,2024-10-31 13:00:00
72,41,True,2024-10-31 13:00:00,2024-10-31 13:00:00
73,65,True,2024-10-31 13:00:00,2024-10-31 13:00:00
74,10,True,2024-10-31 13:00:00,2024-10-31 13:00:00
75,41,False,2024-10-31 13:00:00,2024-10-31 13:00:00
76,96,True,2024-10-31 13:00:00,2024-10-31 13:00:00
77,57,True,2024-10-31 13:00:00,2024-10-31 13:00:00
78,8,False,2024-10-31 13:00:00,2024-10-31 13:00:00
79,73,False,2024-10-31 13:00:00,2024-10-31 13:00:00
80,80,False,2024-10-31 13:00:00,2024-10-31 13:00:00
81,82,False,2024-10-31 13:00:00,2024-10-31 13:00:00
82,10,True,2024-10-31 13:00:00,2024-10-31 13:00:00
83,26,False,2024-10-31 13:00:00,2024-10-31 13:00:00
84,3,False,2024-10-31 13:00:00,2024-10-31 13:00:00
85,37,False,2024-10-31 13:00:00,2024-10-31 13:00:00
86,80,True,2024-10-31 13:00:00,2024-10-31 13:00:00
87,81,True,2024-10-31 13:00:00,2024-10-31 13:00:00
88,75,True,2024-10-31 13:00:00,2024-10-31 13:00:00
89,23,False,2024-10-31 13:00:00,2024-10-31 13:00:00
90,22,False,2024-10-31 13:00:00,2024-10-31 13:00:00
91,19,True,2024-10-31 13:00:00,2024-10-31 13:00:00
92,12,False,2024-10-31 13:00:00,2024-10-31 13:00:00
93,75,False,2024-10-31 13:00:00,2024-10-31 13:00:00
94,79,False,2024-10-31 13:00:00,2024-10-31 13:00:00
95,84,False,2024-10-31 13:00:00,2024-10-31 13:00:00
96,69,True,2024-10-31 13:00:00,2024-10-31 13:00:00
97,76,False,2024-10-31 13:00:00,2024-10-31 13:00:00
98,36,False,2024-10-31 13:00:00,2024-10-31 13:00:00
99,57,True,2024-10-31 13:00:00,2024-10-31 13:00:00
100,51,True,2024-10-31 13:00:00,2024-10-31 13:00:00
101,7,True,2024-10-31 13:00:00,2024-10-31 13:00:00
102,76,True,2024-10-31 13:00:00,2024-10-31 13:00:00
103,36,True,2024-10-31 13:00:00,2024-10-31 13:00:00
104,85,True,2024-10-31 13:00:00,2024-10-31 13:00:00
105,31,False,2024-10-31 13:00:00,2024-10-31 13:00:00
106,61,True,2024-10-31 13:00:00,2024-10-31 13:00:00
107,94,True,2024-10-31 13:00:00,2024-10-31 13:00:00
108,92,False,2024-10-31 13:00:00,2024-10-31 13:00:00
109,49,False,2024-10-31 13:00:00,2024-10-31 13:00:00
110,56,True,2024-10-31 13:00:00,2024-10-31 13:00:00
111,55,False,2024-10-31 13:00:00,2024-10-31 13:00:00
112,12,True,2024-10-31 13:00:00,2024-10-31 13:00:00
113,96,True,2024-10-31 13:00:00,2024-10-31 13:00:00
114,86,False,2024-10-31 13:00:00,2024-10-31 13:00:00
115,93,False,2024-10-31 13:00:00,2024-10-31 13:00:00
116,46,False,2024-10-31 13:00:00,2024-10-31 13:00:00
117,20,True,2024-10-31 13:00:00,2024-10-31 13:00:00
118,55,True,2024-10-31 13:00:00,2024-10-31 13:00:00
119,4,False,2024-10-31 13:00:00,2024-10-31 13:00:00
120,45,False,2024-10-31 13:00:00,2024-10-31 13:00:00
121,9,False,2024-10-31 13:00:00,2024-10-31 13:00:00
122,49,True,2024-10-31 13:00:00,2024-10-31 13:00:00
123,7,True,2024-10-31 13:00:00,2024-10-31 13:00:00
124,35,True,2024-10-31 13:00:00,2024-10-31 13:00:00
125,45,True,2024-10-31 13:00:00,2024-10-31 13:00:00
126,6,False,2024-10-31 13:00:00,2024-10-31 13:00:00
127,39,True,2024-10-31 13:00:00,2024-10-31 13:00:00
128,42,False,2024-10-31 13:00:00,2024-10-31 13:00:00
129,23,False,2024-10-31 13:00:00,2024-10-31 13:00:00
130,10,False,2024-10-31 13:00:00,2024-10-31 13:00:00
131,74,False,2024-10-31 13:00:00,2024-10-31 13:00:00
132,80,True,2024-10-31 13:00:00,2024-10-31 13:00:00
133,68,False,2024-10-31 13:00:00,2024-10-31 13:00:00
134,29,False,2024-10-31 13:00:00,2024-10-31 13:00:00
135,100,True,2024-10-31 13:00:00,2024-10-31 13:00:00
136,33,True,2024-10-31 13:00:00,2024-10-31 13:00:00
137,23,True,2024-10-31 13:00:00,2024-10-31 13:00:00
138,81,False,2024-10-31 13:00:00,2024-10-31 13:00:00
139,36,False,2024-10-31 13:00:00,2024-10-31 13:00:00
140,10,False,2024-10-31 13:00:00,2024-10-31 13:00:00
141,60,False,2024-10-31 13:00:00,2024-10-31 13:00:00
142,8,True,2024-10-31 13:00:00,2024-10-31 13:00:00
143,91,True,2024-10-31 13:00:00,2024-10-31 13:00:00
144,53,False,2024-10-31 13:00:00,2024-10-31 13:00:00
145,43,True,2024-10-31 13:00:00,2024-10-31 13:00:00
146,37,False,2024-10-31 13:00:00,2024-10-31 13:00:00
147,45,True,2024-10-31 13:00:00,2024-10-31 13:00:00
148,40,True,2024-10-31 13:00:00,2024-10-31 13:00:00
149,66,False,2024-10-31 13:00:00,2024-10-31 13:00:00
150,25,False,2024-10-31 13:00:00,2024-10-31 13:00:00
151,65,True,2024-10-31 13:00:00,2024-10-31 13:00:00
152,24,True,2024-10-31 13:00:00,2024-10-31 13:00:00
153,97,False,2024-10-31 13:00:00,2024-10-31 13:00:00
154,60,False,2024-10-31 13:00:00,2024-10-31 13:00:00
155,78,True,2024-10-31 13:00:00,2024-10-31 13:00:00
156,71,False,2024-10-31 13:00:00,2024-10-31 13:00:00
157,37,True,2024-10-31 13:00:00,2024-10-31 13:00:00
158,58,False,2024-10-31 13:00:00,2024-10-31 13:00:00
159,31,False,2024-10-31 13:00:00,2024-10-31 13:00:00
160,19,False,2024-10-31 13:00:00,2024-10-31 13:00:00
161,98,True,2024-10-31 13:00:00,2024-10-31 13:00:00
162,15,False,2024-10-31 13:00:00,2024-10-31 13:00:00
163,9,False,2024-10-31 13:00:00,2024-10-31 13:00:00
164,81,True,2024-10-31 13:00:00,2024-10-31 13:00:00
165,24,False,2024-10-31 13:00:00,2024-10-31 13:00:00
166,68,True,2024-10-31 13:00:00,2024-10-31 13:00:00
167,96,False,2024-10-31 13:00:00,2024-10-31 13:00:00
168,31,False,2024-10-31 13:00:00,2024-10-31 13:00:00
169,18,False,2024-10-31 13:00:00,2024-10-31 13:00:00
170,83,False,2024-10-31 13:00:00,2024-10-31 13:00:00
171,81,False,2024-10-31 13:00:00,2024-10-31 13:00:00
172,38,True,2024-10-31 13:00:00,2024-10-31 13:00:00
173,66,False,2024-10-31 13:00:00,2024-10-31 13:00:00
174,100,False,2024-10-31 13:00:00,2024-10-31 13:00:00
175,16,False,2024-10-31 13:00:00,2024-10-31 13:00:00
176,64,True,2024-10-31 13:00:00,2024-10-31 13:00:00
177,70,True,2024-10-31 13:00:00,2024-10-31 13:00:00
