id,order_id,goods_id,qty,created_at,updated_at
501,1050,1,1,2024-10-31 18:00:00,2024-10-31 18:00:00
502,1050,141,2,2024-10-31 18:00:00,2024-10-31 18:00:00
503,1050,18,1,2024-10-31 18:00:00,2024-10-31 18:00:00
504,1050,107,2,2024-10-31 18:00:00,2024-10-31 18:00:00
505,1051,80,3,2024-10-31 18:00:00,2024-10-31 18:00:00
506,1051,116,2,2024-10-31 18:00:00,2024-10-31 18:00:00
507,1051,97,2,2024-10-31 18:00:00,2024-10-31 18:00:00
508,1051,185,3,2024-10-31 18:00:00,2024-10-31 18:00:00
509,1051,34,1,2024-10-31 18:00:00,2024-10-31 18:00:00
510,1052,163,2,2024-10-31 18:00:00,2024-10-31 18:00:00
511,1052,195,2,2024-10-31 18:00:00,2024-10-31 18:00:00
512,1052,171,2,2024-10-31 18:00:00,2024-10-31 18:00:00
513,1052,39,3,2024-10-31 18:00:00,2024-10-31 18:00:00
514,1052,84,1,2024-10-31 18:00:00,2024-10-31 18:00:00
515,1053,171,3,2024-10-31 18:00:00,2024-10-31 18:00:00
516,1053,105,2,2024-10-31 18:00:00,2024-10-31 18:00:00
517,1053,60,2,2024-10-31 18:00:00,2024-10-31 18:00:00
518,1053,87,3,2024-10-31 18:00:00,2024-10-31 18:00:00
519,1053,12,3,2024-10-31 18:00:00,2024-10-31 18:00:00
520,1054,189,2,2024-10-31 18:00:00,2024-10-31 18:00:00
521,1054,166,1,2024-10-31 18:00:00,2024-10-31 18:00:00
522,1054,43,3,2024-10-31 18:00:00,2024-10-31 18:00:00
523,1054,7,3,2024-10-31 18:00:00,2024-10-31 18:00:00
524,1055,144,3,2024-10-31 18:00:00,2024-10-31 18:00:00
525,1055,32,3,2024-10-31 18:00:00,2024-10-31 18:00:00
526,1055,144,1,2024-10-31 18:00:00,2024-10-31 18:00:00
527,1056,159,3,2024-10-31 18:00:00,2024-10-31 18:00:00
528,1056,148,1,2024-10-31 18:00:00,2024-10-31 18:00:00
529,1057,134,1,2024-10-31 18:00:00,2024-10-31 18:00:00
530,1057,193,2,2024-10-31 18:00:00,2024-10-31 18:00:00
531,1057,129,1,2024-10-31 18:00:00,2024-10-31 18:00:00
532,1057,31,3,2024-10-31 18:00:00,2024-10-31 18:00:00
533,1057,137,1,2024-10-31 18:00:00,2024-10-31 18:00:00
534,1058,71,1,2024-10-31 18:00:00,2024-10-31 18:00:00
535,1059,181,3,2024-10-31 18:00:00,2024-10-31 18:00:00
536,1059,114,1,2024-10-31 18:00:00,2024-10-31 18:00:00
