id,order_id,goods_id,qty,created_at,updated_at
501,1190,66,2,2024-11-01 08:00:00,2024-11-01 08:00:00
502,1190,119,2,2024-11-01 08:00:00,2024-11-01 08:00:00
503,1191,73,2,2024-11-01 08:00:00,2024-11-01 08:00:00
504,1191,144,3,2024-11-01 08:00:00,2024-11-01 08:00:00
505,1191,124,1,2024-11-01 08:00:00,2024-11-01 08:00:00
506,1191,86,1,2024-11-01 08:00:00,2024-11-01 08:00:00
507,1192,51,1,2024-11-01 08:00:00,2024-11-01 08:00:00
508,1192,49,1,2024-11-01 08:00:00,2024-11-01 08:00:00
509,1192,4,3,2024-11-01 08:00:00,2024-11-01 08:00:00
510,1192,187,3,2024-11-01 08:00:00,2024-11-01 08:00:00
511,1193,126,2,2024-11-01 08:00:00,2024-11-01 08:00:00
512,1193,107,2,2024-11-01 08:00:00,2024-11-01 08:00:00
513,1193,191,2,2024-11-01 08:00:00,2024-11-01 08:00:00
514,1194,126,2,2024-11-01 08:00:00,2024-11-01 08:00:00
515,1194,165,3,2024-11-01 08:00:00,2024-11-01 08:00:00
516,1194,19,2,2024-11-01 08:00:00,2024-11-01 08:00:00
517,1194,10,1,2024-11-01 08:00:00,2024-11-01 08:00:00
518,1195,145,1,2024-11-01 08:00:00,2024-11-01 08:00:00
519,1195,50,2,2024-11-01 08:00:00,2024-11-01 08:00:00
520,1195,66,3,2024-11-01 08:00:00,2024-11-01 08:00:00
521,1195,90,3,2024-11-01 08:00:00,2024-11-01 08:00:00
522,1196,163,3,2024-11-01 08:00:00,2024-11-01 08:00:00
523,1196,95,3,2024-11-01 08:00:00,2024-11-01 08:00:00
524,1196,15,3,2024-11-01 08:00:00,2024-11-01 08:00:00
525,1196,99,2,2024-11-01 08:00:00,2024-11-01 08:00:00
526,1197,63,2,2024-11-01 08:00:00,2024-11-01 08:00:00
527,1197,9,2,2024-11-01 08:00:00,2024-11-01 08:00:00
528,1198,179,3,2024-11-01 08:00:00,2024-11-01 08:00:00
529,1199,67,3,2024-11-01 08:00:00,2024-11-01 08:00:00
530,1199,117,3,2024-11-01 08:00:00,2024-11-01 08:00:00
