id,order_id,goods_id,qty,created_at,updated_at
501,1060,197,1,2024-10-31 19:00:00,2024-10-31 19:00:00
502,1060,40,2,2024-10-31 19:00:00,2024-10-31 19:00:00
503,1060,105,3,2024-10-31 19:00:00,2024-10-31 19:00:00
504,1061,16,3,2024-10-31 19:00:00,2024-10-31 19:00:00
505,1061,84,1,2024-10-31 19:00:00,2024-10-31 19:00:00
506,1062,183,1,2024-10-31 19:00:00,2024-10-31 19:00:00
507,1063,100,1,2024-10-31 19:00:00,2024-10-31 19:00:00
508,1063,82,1,2024-10-31 19:00:00,2024-10-31 19:00:00
509,1063,106,2,2024-10-31 19:00:00,2024-10-31 19:00:00
510,1064,97,1,2024-10-31 19:00:00,2024-10-31 19:00:00
511,1064,14,1,2024-10-31 19:00:00,2024-10-31 19:00:00
512,1064,62,3,2024-10-31 19:00:00,2024-10-31 19:00:00
513,1065,61,2,2024-10-31 19:00:00,2024-10-31 19:00:00
514,1065,131,3,2024-10-31 19:00:00,2024-10-31 19:00:00
515,1065,99,1,2024-10-31 19:00:00,2024-10-31 19:00:00
516,1065,69,1,2024-10-31 19:00:00,2024-10-31 19:00:00
517,1065,82,2,2024-10-31 19:00:00,2024-10-31 19:00:00
518,1066,105,1,2024-10-31 19:00:00,2024-10-31 19:00:00
519,1066,124,1,2024-10-31 19:00:00,2024-10-31 19:00:00
520,1066,105,3,2024-10-31 19:00:00,2024-10-31 19:00:00
521,1066,60,1,2024-10-31 19:00:00,2024-10-31 19:00:00
522,1066,69,3,2024-10-31 19:00:00,2024-10-31 19:00:00
523,1067,173,1,2024-10-31 19:00:00,2024-10-31 19:00:00
524,1067,64,3,2024-10-31 19:00:00,2024-10-31 19:00:00
525,1067,167,1,2024-10-31 19:00:00,2024-10-31 19:00:00
526,1067,78,3,2024-10-31 19:00:00,2024-10-31 19:00:00
527,1067,105,2,2024-10-31 19:00:00,2024-10-31 19:00:00
528,1068,163,3,2024-10-31 19:00:00,2024-10-31 19:00:00
529,1069,37,2,2024-10-31 19:00:00,2024-10-31 19:00:00
530,1069,139,1,2024-10-31 19:00:00,2024-10-31 19:00:00
